edad;animal;dia_semana;estado_civil;fecha;seno;constante;hijos;trabajos;sueldo;peso
23.0;gato;lunes;soltero;;0,141120008;1.5;3.0;2.0;2.374.816.975.932.510;70
56.0;hamster;martes;soltero;2002-10-15;-0,756802495;1.5;0.0;1.0;2.070.178.849.603.590;42
19.0;pajaro;lunes;soltero;;0,909297427;1.5;2.0;1.0;24.210.172.152.945.800;34
28.0;pajaro;lunes;unión libre;2002-10-17;0,909297427;1.5;2.0;2.0;22.629.171.413.456.600;46
24.0;perro;miercoles;soltero;2002-10-18;0,841470985;1.5;2.0;1.0;2.390.213.036.512.510;66
;;martes;soltero;;0;1.5;0.0;3.0;1080326.0;49
24.0;pez;lunes;unión libre;;-0,756802495;1.5;2.0;1.0;;74
56.0;perro;martes;casado;2002-10-21;0,841470985;1.5;0.0;1.0;14.688.570.430.825.700;31
56.0;pez;jueves;viudo;2002-10-22;0;1.5;2.0;1.0;20.508.287.138.358.500;73
;gato;miercoles;viudo;2002-10-23;0,141120008;1.5;0.0;1.0;;40
68.0;perro;viernes;soltero;2002-10-24;-0,279415498;1.5;0.0;1.0;19.174.692.416.370.500;89
39.0;hamster;martes;unión libre;2002-10-25;-0,958924275;1.5;0.0;2.0;2.482.543.150.896.690;32
68.0;pajaro;martes;soltero;;-0,958924275;1.5;2.0;2.0;277.557.319.743.255;79
68.0;perro;jueves;casado;2002-10-27;-0,756802495;1.5;1.0;1.0;1247293.0;71
69.0;pez;martes;unión libre;2002-10-28;-0,279415498;1.5;2.0;1.0;25.332.599.651.121.200;66
20.0;pez;viernes;unión libre;2002-10-29;0,909297427;1.5;0.0;1.0;29.910.146.924.824.200;73
30.0;gato;jueves;viudo;2002-10-30;0;1.5;0.0;1.0;17.968.167.852.951.100;39
47.0;gato;martes;unión libre;2002-10-31;-0,958924275;1.5;0.0;0.0;18.790.684.296.646.200;83
;perro;martes;viudo;2002-11-01;0,141120008;1.5;0.0;1.0;17.980.835.424.798.800;89
69.0;hamster;martes;viudo;2002-11-02;0,141120008;1.5;0.0;0.0;;43
26.0;pez;viernes;soltero;2002-11-03;0,841470985;1.5;2.0;3.0;;89
23.0;gato;miercoles;viudo;2002-11-04;0,909297427;1.5;2.0;1.0;13731201.0;50
70.0;pez;martes;casado;;0,909297427;1.5;1.0;0.0;1194096.0;33
71.0;pez;lunes;casado;;0,909297427;1.5;0.0;1.0;12497447.0;61
61.0;pajaro;jueves;viudo;2002-11-07;-0,279415498;1.5;2.0;2.0;22.623.627.876.513.900;46
19.0;pajaro;viernes;viudo;2002-11-08;0,141120008;1.5;1.0;0.0;17.480.871.725.902.400;74
61.0;pez;lunes;unión libre;2002-11-09;0,841470985;1.5;2.0;3.0;1.394.020.595.179.790;72
33.0;pajaro;viernes;casado;2002-11-10;0,841470985;1.5;3.0;1.0;;88
30.0;;lunes;unión libre;2002-11-11;-0,279415498;1.5;2.0;1.0;21.516.726.493.961.100;62
65.0;gato;jueves;viudo;2002-11-12;0,909297427;1.5;1.0;1.0;20.390.695.504.728.400;43
30.0;gato;martes;viudo;2002-11-13;0,841470985;1.5;0.0;3.0;21.781.455.703.662.300;78
39.0;perro;viernes;soltero;;-0,756802495;1.5;0.0;1.0;;30
74.0;pajaro;martes;soltero;2002-11-15;-0,958924275;1.5;0.0;1.0;16.072.349.985.888.400;78
36.0;pajaro;martes;viudo;;-0,958924275;1.5;0.0;3.0;;63
43.0;pajaro;martes;casado;2002-11-17;-0,279415498;1.5;0.0;3.0;11924790.0;58
31.0;perro;jueves;soltero;2002-11-18;0,141120008;1.5;2.0;0.0;1090641.0;76
48.0;hamster;lunes;viudo;2002-11-19;0,909297427;1.5;3.0;0.0;22.847.124.264.151.000;86
46.0;;viernes;casado;2002-11-20;-0,756802495;1.5;2.0;1.0;236.807.893.949.473;70
62.0;pez;miercoles;soltero;2002-11-21;0,141120008;1.5;1.0;0.0;;90
59.0;pajaro;martes;soltero;;0,909297427;1.5;0.0;2.0;1.888.674.245.576.770;73
39.0;perro;viernes;casado;2002-11-23;-0,958924275;1.5;2.0;0.0;2.314.337.281.915.330;63
24.0;pajaro;miercoles;viudo;2002-11-24;-0,958924275;1.5;0.0;0.0;20.618.786.854.367.100;53
54.0;pajaro;martes;viudo;2002-11-25;0,909297427;1.5;0.0;2.0;;38
66.0;;lunes;viudo;2002-11-26;-0,279415498;1.5;2.0;2.0;22.293.043.753.472.700;23
58.0;pez;miercoles;casado;2002-11-27;0,909297427;1.5;0.0;1.0;;78
44.0;gato;jueves;casado;2002-11-28;0,909297427;1.5;0.0;3.0;2.418.891.682.794.860;24
48.0;pajaro;miercoles;viudo;2002-11-29;0,141120008;1.5;1.0;0.0;26.725.156.481.176.600;21
23.0;perro;miercoles;unión libre;2002-11-30;-0,958924275;1.5;2.0;1.0;14634438.0;54
33.0;gato;viernes;viudo;2002-12-01;-0,279415498;1.5;0.0;1.0;1110753.0;70
55.0;gato;martes;soltero;2002-12-02;-0,279415498;1.5;0.0;1.0;;42
55.0;perro;martes;casado;2002-12-03;-0,279415498;1.5;2.0;1.0;22.992.956.089.495.400;89
77.0;pez;viernes;viudo;2002-12-04;0,841470985;1.5;0.0;0.0;23.206.151.763.434.100;76
67.0;pez;lunes;viudo;2002-12-05;-0,756802495;1.5;0.0;2.0;2.044.693.021.205.060;69
49.0;pez;lunes;soltero;2002-12-06;-0,279415498;1.5;2.0;1.0;;39
50.0;hamster;viernes;viudo;2002-12-07;0,841470985;1.5;2.0;1.0;29.052.904.505.370.900;62
66.0;pajaro;lunes;soltero;2002-12-08;-0,279415498;1.5;0.0;0.0;1008154.0;57
34.0;pez;martes;casado;2002-12-09;0,841470985;1.5;0.0;1.0;17.946.867.694.686.300;41
50.0;pajaro;martes;unión libre;;-0,756802495;1.5;0.0;2.0;1.957.315.347.237.090;71
28.0;pajaro;jueves;soltero;2002-12-11;0;1.5;2.0;1.0;;64
30.0;pajaro;jueves;viudo;2002-12-12;-0,958924275;1.5;2.0;1.0;;31
47.0;perro;viernes;unión libre;2002-12-13;0,909297427;1.5;0.0;1.0;2.655.182.161.307.750;69
18.0;pez;miercoles;soltero;2002-12-14;0;1.5;2.0;1.0;2.516.994.585.728.880;51
47.0;hamster;jueves;viudo;2002-12-15;-0,279415498;1.5;0.0;0.0;22.386.545.089.391.600;47
44.0;gato;miercoles;viudo;2002-12-16;-0,756802495;1.5;0.0;1.0;10304139.0;52
57.0;gato;lunes;viudo;2002-12-17;-0,756802495;1.5;0.0;1.0;17.131.982.451.252.400;45
40.0;gato;lunes;viudo;2002-12-18;-0,958924275;1.5;2.0;3.0;;63
37.0;pez;lunes;viudo;2002-12-19;-0,958924275;1.5;2.0;1.0;2.761.889.236.428.730;45
23.0;hamster;martes;viudo;2002-12-20;-0,756802495;1.5;2.0;1.0;19.356.965.155.779.700;56
54.0;;martes;casado;2002-12-21;0,141120008;1.5;3.0;0.0;;23
37.0;gato;viernes;soltero;2002-12-22;-0,958924275;1.5;0.0;0.0;26.289.825.685.916.300;34
54.0;pajaro;viernes;casado;2002-12-23;0,841470985;1.5;2.0;1.0;14.378.063.378.285.500;25
23.0;pajaro;lunes;soltero;2002-12-24;0;1.5;2.0;1.0;;34
46.0;gato;jueves;unión libre;2002-12-25;-0,958924275;1.5;0.0;0.0;15.309.508.814.354.900;22
30.0;gato;viernes;viudo;2002-12-26;-0,279415498;1.5;0.0;3.0;30.571.074.086.877.000;78
44.0;pez;martes;unión libre;2002-12-27;0;1.5;2.0;0.0;23.201.250.969.092.000;29
67.0;pez;martes;unión libre;2002-12-28;-0,756802495;1.5;2.0;2.0;;62
37.0;hamster;lunes;unión libre;;0;1.5;1.0;0.0;25.821.321.910.818.500;44
30.0;pez;viernes;soltero;2002-12-30;-0,958924275;1.5;1.0;3.0;25.567.090.715.475.600;59
56.0;pajaro;jueves;viudo;2002-12-31;-0,756802495;1.5;0.0;1.0;19.614.682.794.899.000;41
25.0;;lunes;casado;2003-01-01;-0,958924275;1.5;1.0;0.0;2.708.317.327.388.800;73
70.0;hamster;viernes;unión libre;2003-01-02;0;1.5;0.0;1.0;22.561.885.835.316.700;79
34.0;pajaro;lunes;viudo;2003-01-03;0,909297427;1.5;3.0;3.0;244.094.690.958.893;53
47.0;pajaro;jueves;unión libre;2003-01-04;0,141120008;1.5;0.0;3.0;;51
18.0;pez;viernes;viudo;2003-01-05;-0,279415498;1.5;2.0;0.0;;32
41.0;pajaro;lunes;soltero;2003-01-06;-0,279415498;1.5;2.0;1.0;;45
33.0;perro;miercoles;unión libre;2003-01-07;0,909297427;1.5;0.0;0.0;1.693.281.646.691.120;35
28.0;gato;viernes;unión libre;2003-01-08;-0,756802495;1.5;2.0;3.0;2.260.600.228.143.020;22
78.0;pez;viernes;soltero;2003-01-09;0,841470985;1.5;0.0;2.0;;27
21.0;perro;jueves;unión libre;2003-01-10;0;1.5;0.0;0.0;17.512.594.988.828.600;31
79.0;pez;jueves;soltero;2003-01-11;0,141120008;1.5;2.0;2.0;17.978.741.625.183.200;62
21.0;;jueves;soltero;2003-01-12;0,141120008;1.5;2.0;2.0;;44
34.0;pez;miercoles;viudo;2003-01-13;0,841470985;1.5;2.0;3.0;18.145.207.850.432.700;28
66.0;;viernes;casado;2003-01-14;0,841470985;1.5;1.0;3.0;24.705.390.247.864.300;88
27.0;pajaro;lunes;viudo;;0,141120008;1.5;0.0;0.0;;74
38.0;perro;miercoles;soltero;2003-01-16;0,909297427;1.5;2.0;1.0;;61
70.0;hamster;viernes;unión libre;2003-01-17;0,909297427;1.5;1.0;1.0;;45
55.0;perro;martes;unión libre;2003-01-18;-0,756802495;1.5;0.0;2.0;13.505.865.134.493.000;29
74.0;;jueves;soltero;;0,141120008;1.5;0.0;0.0;19.210.542.751.270.900;64
74.0;hamster;martes;viudo;;-0,279415498;1.5;3.0;1.0;23.645.767.048.311.100;42
66.0;gato;lunes;viudo;;-0,958924275;1.5;0.0;1.0;;70
35.0;pajaro;miercoles;viudo;2003-01-22;-0,958924275;1.5;0.0;1.0;22.449.978.622.412.500;60
71.0;pez;lunes;soltero;2003-01-23;-0,756802495;1.5;0.0;2.0;26.415.139.530.338.400;47
75.0;gato;lunes;unión libre;;0,909297427;1.5;0.0;2.0;2.742.674.486.561.140;77
27.0;;viernes;viudo;2003-01-25;0,841470985;1.5;2.0;0.0;28.254.975.005.160.400;45
62.0;perro;jueves;viudo;2003-01-26;-0,279415498;1.5;2.0;1.0;2.527.043.019.277.710;79
;;viernes;viudo;2003-01-27;0,141120008;1.5;2.0;1.0;23.882.113.201.852.700;37
56.0;perro;miercoles;soltero;2003-01-28;0;1.5;0.0;1.0;2.098.690.282.661.240;62
32.0;hamster;jueves;soltero;2003-01-29;0,909297427;1.5;2.0;1.0;2.070.788.351.466.880;41
51.0;pez;martes;casado;2003-01-30;-0,279415498;1.5;2.0;1.0;21.347.290.156.827.100;65
22.0;perro;lunes;viudo;;0,841470985;1.5;1.0;1.0;2.622.233.209.567.500;61
34.0;pez;lunes;soltero;2003-02-01;0,909297427;1.5;0.0;0.0;2.470.614.074.682.270;84
54.0;gato;lunes;unión libre;2003-02-02;0,841470985;1.5;0.0;1.0;2.618.016.862.153.860;82
25.0;hamster;viernes;viudo;2003-02-03;-0,756802495;1.5;2.0;0.0;1249297.0;71
41.0;gato;miercoles;soltero;2003-02-04;-0,279415498;1.5;3.0;0.0;2.486.851.868.653.760;74
45.0;pajaro;viernes;casado;2003-02-05;-0,958924275;1.5;2.0;1.0;27.397.728.229.895.300;33
64.0;pez;miercoles;unión libre;2003-02-06;-0,756802495;1.5;0.0;1.0;;25
25.0;gato;viernes;casado;2003-02-07;-0,279415498;1.5;0.0;1.0;234.864.689.504.338;56
79.0;pez;jueves;soltero;2003-02-08;0;1.5;0.0;3.0;20.031.052.635.084.500;59
40.0;pajaro;martes;viudo;2003-02-09;0,841470985;1.5;1.0;1.0;2.334.034.610.539.770;83
52.0;perro;lunes;soltero;;-0,279415498;1.5;2.0;1.0;20.381.153.931.322.100;35
48.0;gato;martes;viudo;;0;1.5;0.0;1.0;;85
72.0;perro;jueves;soltero;2003-02-12;0,141120008;1.5;2.0;1.0;2.621.410.087.986.330;43
34.0;pajaro;miercoles;viudo;2003-02-13;0;1.5;1.0;1.0;;83
45.0;gato;viernes;viudo;;-0,756802495;1.5;2.0;2.0;277.432.667.125.536;82
65.0;hamster;martes;soltero;2003-02-15;0,141120008;1.5;2.0;3.0;2.048.466.935.461.500;58
65.0;pez;lunes;casado;2003-02-16;0,841470985;1.5;0.0;0.0;15.445.470.593.144.000;75
68.0;pajaro;viernes;unión libre;;0,141120008;1.5;0.0;1.0;23.435.354.058.489.300;80
29.0;pez;viernes;casado;;-0,756802495;1.5;0.0;1.0;3.157.633.035.562.220;69
41.0;perro;lunes;casado;2003-02-19;-0,958924275;1.5;0.0;1.0;2.140.207.976.873.880;60
32.0;pez;miercoles;viudo;2003-02-20;0;1.5;0.0;0.0;2.648.918.487.731.920;61
57.0;pez;miercoles;casado;2003-02-21;-0,958924275;1.5;1.0;2.0;26.285.672.885.748.900;22
48.0;pajaro;lunes;casado;;0;1.5;0.0;1.0;23.203.292.899.402.600;25
44.0;gato;miercoles;casado;2003-02-23;0;1.5;2.0;1.0;29.728.434.098.113.000;81
52.0;;jueves;soltero;2003-02-24;-0,279415498;1.5;0.0;1.0;2.316.853.936.780.970;54
72.0;perro;lunes;casado;2003-02-25;0,841470985;1.5;0.0;2.0;;88
35.0;hamster;miercoles;soltero;2003-02-26;0,141120008;1.5;0.0;0.0;1122538.0;39
53.0;pez;lunes;viudo;2003-02-27;-0,958924275;1.5;1.0;1.0;19.499.379.369.700.900;29
25.0;pajaro;miercoles;viudo;2003-02-28;0,841470985;1.5;3.0;0.0;24.318.630.655.870.800;24
63.0;gato;viernes;soltero;2003-03-01;0,841470985;1.5;0.0;0.0;16.518.123.275.414.500;65
77.0;perro;jueves;unión libre;2003-03-02;-0,279415498;1.5;0.0;3.0;;42
66.0;;miercoles;unión libre;2003-03-03;-0,958924275;1.5;0.0;0.0;26.376.782.919.426.400;53
55.0;gato;jueves;soltero;2003-03-04;-0,756802495;1.5;2.0;0.0;;32
22.0;gato;martes;_;2003-03-05;-0,756802495;1.5;2.0;0.0;;56
71.0;perro;jueves;soltero;2003-03-06;-0,958924275;1.5;3.0;1.0;2.298.641.152.950.160;54
31.0;pajaro;miercoles;unión libre;2003-03-07;0,141120008;1.5;2.0;0.0;;57
55.0;gato;martes;soltero;;0,841470985;1.5;2.0;0.0;15.930.991.566.756.800;31
37.0;n/a;miercoles;casado;2003-03-09;-0,958924275;1.5;2.0;2.0;;68
61.0;pajaro;miercoles;casado;2003-03-10;0,141120008;1.5;0.0;3.0;20.808.605.513.066.800;41
26.0;gato;lunes;unión libre;2003-03-11;0,841470985;1.5;0.0;1.0;13940105.0;37
50.0;perro;martes;unión libre;2003-03-12;0,841470985;1.5;2.0;1.0;1.960.612.955.764.830;66
35.0;hamster;martes;soltero;2003-03-13;0,141120008;1.5;2.0;2.0;20.202.968.841.469.400;71
23.0;gato;lunes;viudo;2003-03-14;0,841470985;1.5;0.0;0.0;18.213.888.548.618.600;66
78.0;hamster;viernes;unión libre;2003-03-15;0,141120008;1.5;2.0;3.0;;26
54.0;;viernes;soltero;2003-03-16;-0,279415498;1.5;3.0;0.0;2.443.796.194.629.440;29
19.0;gato;jueves;unión libre;2003-03-17;0;1.5;3.0;0.0;25.492.181.163.473.500;58
79.0;perro;lunes;soltero;;-0,756802495;1.5;0.0;3.0;22.367.468.135.776.200;22
47.0;perro;martes;soltero;2003-03-19;0,841470985;1.5;0.0;0.0;;58
;gato;viernes;unión libre;2003-03-20;0;1.5;2.0;2.0;1.972.756.820.519.630;32
34.0;n/a;martes;unión libre;2003-03-21;0;1.5;1.0;1.0;;39
56.0;hamster;jueves;casado;2003-03-22;-0,756802495;1.5;2.0;0.0;2.358.714.262.687.700;44
74.0;pez;lunes;viudo;2003-03-23;0,841470985;1.5;2.0;1.0;18.255.486.823.782.800;62
;perro;miercoles;unión libre;2003-03-24;-0,756802495;1.5;0.0;1.0;19.384.918.611.952.800;48
40.0;hamster;jueves;soltero;2003-03-25;0,141120008;1.5;0.0;1.0;;35
48.0;perro;miercoles;casado;;0,841470985;1.5;0.0;1.0;2.447.919.442.642.730;50
37.0;hamster;martes;viudo;2003-03-27;-0,756802495;1.5;0.0;1.0;2.394.790.368.055.380;53
22.0;hamster;jueves;unión libre;2003-03-28;0,141120008;1.5;1.0;2.0;;86
38.0;perro;martes;casado;2003-03-29;0,141120008;1.5;1.0;3.0;2.364.304.032.151.330;84
60.0;hamster;viernes;unión libre;2003-03-30;0,841470985;1.5;2.0;0.0;22.508.190.740.271.100;38
28.0;pez;jueves;casado;2003-03-31;0;1.5;0.0;3.0;25.952.829.361.668.200;81
77.0;gato;lunes;unión libre;2003-04-01;-0,958924275;1.5;0.0;3.0;27.953.868.510.605.500;50
21.0;pajaro;jueves;viudo;;0,909297427;1.5;0.0;3.0;16.838.185.920.026.900;86
40.0;pajaro;viernes;soltero;2003-04-03;-0,756802495;1.5;0.0;3.0;2.202.273.530.114.430;78
78.0;hamster;viernes;soltero;;-0,279415498;1.5;2.0;3.0;2.713.912.002.836.560;83
55.0;pez;viernes;soltero;2003-04-05;0,909297427;1.5;0.0;2.0;2.807.875.189.329.650;39
76.0;perro;martes;casado;2003-04-06;-0,958924275;1.5;0.0;1.0;2.189.181.909.205.130;21
47.0;gato;viernes;soltero;2003-04-07;0;1.5;1.0;2.0;1.890.287.321.116.660;86
59.0;hamster;martes;unión libre;2003-04-08;0,141120008;1.5;2.0;2.0;2.619.942.543.705.260;49
58.0;pajaro;viernes;viudo;2003-04-09;0,841470985;1.5;0.0;2.0;16.882.582.515.769.400;29
78.0;hamster;jueves;viudo;2003-04-10;0,841470985;1.5;2.0;2.0;26.401.775.881.363.400;67
35.0;perro;jueves;casado;2003-04-11;-0,958924275;1.5;0.0;0.0;20.706.459.740.285.300;34
69.0;n/a;jueves;soltero;;0,841470985;1.5;0.0;1.0;26.624.920.226.225.000;49
58.0;hamster;miercoles;casado;2003-04-13;-0,756802495;1.5;2.0;1.0;17.561.831.002.324.600;62
77.0;hamster;lunes;casado;2003-04-14;0,141120008;1.5;0.0;1.0;;81
60.0;perro;viernes;soltero;2003-04-15;0,141120008;1.5;0.0;1.0;;47
48.0;pajaro;miercoles;unión libre;2003-04-16;0,841470985;1.5;1.0;1.0;;43
47.0;hamster;miercoles;unión libre;2003-04-17;0,841470985;1.5;1.0;1.0;19.298.653.297.999.200;39
51.0;pez;jueves;casado;2003-04-18;0;1.5;0.0;0.0;1.858.610.501.576.860;86
48.0;gato;miercoles;viudo;2003-04-19;0;1.5;0.0;3.0;;84
64.0;hamster;lunes;unión libre;2003-04-20;0,141120008;1.5;0.0;0.0;;43
55.0;pajaro;viernes;soltero;2003-04-21;-0,958924275;1.5;0.0;0.0;;72
42.0;pez;jueves;casado;2003-04-22;0,141120008;1.5;0.0;0.0;26.122.876.586.106.900;49
34.0;pajaro;miercoles;casado;2003-04-23;0;1.5;0.0;1.0;;67
53.0;perro;martes;unión libre;2003-04-24;-0,279415498;1.5;2.0;1.0;1103434.0;34
;pez;jueves;viudo;2003-04-25;-0,756802495;1.5;1.0;2.0;24.709.415.041.564.900;32
47.0;perro;lunes;soltero;;0,909297427;1.5;0.0;0.0;26.069.785.108.827.200;50
78.0;hamster;viernes;casado;2003-04-27;-0,958924275;1.5;2.0;1.0;26.209.735.742.477.000;68
19.0;pez;viernes;soltero;2003-04-28;0,841470985;1.5;2.0;1.0;2.284.323.517.618.090;33
41.0;perro;lunes;casado;2003-04-29;0,141120008;1.5;0.0;1.0;23.620.132.837.789.800;34
26.0;pajaro;martes;soltero;2003-04-30;0,909297427;1.5;2.0;1.0;15.517.645.884.108.100;74
18.0;gato;viernes;unión libre;2003-05-01;0,141120008;1.5;0.0;2.0;;60
41.0;hamster;miercoles;viudo;;0,141120008;1.5;0.0;0.0;2.356.626.944.644.860;27
55.0;perro;viernes;viudo;2003-05-03;-0,756802495;1.5;0.0;2.0;;47
65.0;hamster;lunes;viudo;2003-05-04;-0,756802495;1.5;0.0;1.0;24.087.656.987.654.500;48
44.0;gato;viernes;casado;2003-05-05;-0,756802495;1.5;2.0;3.0;2.442.359.179.088.380;20
43.0;pez;martes;viudo;2003-05-06;0,841470985;1.5;2.0;1.0;29.019.719.735.464;85
43.0;pez;miercoles;soltero;;-0,958924275;1.5;1.0;0.0;18.170.013.730.606.900;78
24.0;gato;viernes;soltero;2003-05-08;0,909297427;1.5;0.0;2.0;;89
42.0;perro;miercoles;unión libre;2003-05-09;-0,756802495;1.5;0.0;0.0;20.447.734.259.981.700;70
73.0;perro;miercoles;unión libre;2003-05-10;0,141120008;1.5;0.0;0.0;18.897.366.520.980.500;55
33.0;perro;lunes;viudo;2003-05-11;-0,958924275;1.5;1.0;1.0;6.208.025.355.543.410;74
55.0;pajaro;miercoles;casado;;-0,279415498;1.5;0.0;1.0;;38
59.0;pajaro;martes;soltero;2003-05-13;-0,958924275;1.5;1.0;0.0;28.220.298.860.535.400;75
35.0;hamster;jueves;unión libre;2003-05-14;0,909297427;1.5;0.0;1.0;;58
34.0;pajaro;martes;soltero;2003-05-15;0,841470985;1.5;0.0;2.0;2.549.249.584.258.370;49
66.0;;martes;soltero;2003-05-16;0,841470985;1.5;0.0;1.0;23.744.690.697.931.700;46
61.0;perro;martes;casado;2003-05-17;-0,279415498;1.5;0.0;0.0;2.181.347.250.798.930;69
64.0;hamster;lunes;viudo;2003-05-18;0,841470985;1.5;3.0;3.0;27.881.529.744.462.900;22
23.0;gato;martes;casado;2003-05-19;0,841470985;1.5;0.0;3.0;2.225.468.739.364.200;73
72.0;gato;martes;soltero;2003-05-20;0,141120008;1.5;0.0;2.0;16.962.561.301.257.100;51
37.0;perro;martes;viudo;2003-05-21;-0,958924275;1.5;0.0;1.0;18.546.547.565.825.900;64
65.0;hamster;jueves;unión libre;2003-05-22;0,141120008;1.5;0.0;1.0;;46
40.0;perro;jueves;unión libre;2003-05-23;-0,756802495;1.5;1.0;3.0;;36
63.0;pajaro;martes;unión libre;2003-05-24;0,909297427;1.5;1.0;1.0;18.735.201.544.077.700;33
29.0;gato;viernes;soltero;2003-05-25;0,909297427;1.5;1.0;0.0;2.319.094.603.896.660;20
29.0;gato;jueves;casado;2003-05-26;-0,279415498;1.5;2.0;0.0;18.095.749.841.815.800;30
51.0;;martes;soltero;2003-05-27;0,841470985;1.5;0.0;1.0;;90
25.0;hamster;viernes;soltero;2003-05-28;0,841470985;1.5;3.0;1.0;18.647.684.965.067.000;61
73.0;perro;martes;viudo;2003-05-29;0,841470985;1.5;3.0;1.0;26.065.073.430.069.100;27
44.0;hamster;viernes;unión libre;2003-05-30;0;1.5;2.0;2.0;16.586.569.817.300.100;37
66.0;perro;jueves;soltero;2003-05-31;-0,756802495;1.5;0.0;0.0;2.202.946.586.928.050;27
25.0;perro;jueves;soltero;2003-06-01;0;1.5;1.0;0.0;18.244.040.490.471.300;20
65.0;perro;martes;soltero;2003-06-02;-0,958924275;1.5;2.0;1.0;2.615.777.179.946.550;22
72.0;pajaro;miercoles;casado;2003-06-03;-0,279415498;1.5;2.0;0.0;2.520.247.290.722.830;46
50.0;hamster;miercoles;soltero;;0,909297427;1.5;0.0;3.0;13811545.0;49
54.0;gato;jueves;casado;2003-06-05;0;1.5;2.0;0.0;20.257.056.824.892.200;57
36.0;hamster;viernes;soltero;2003-06-06;-0,279415498;1.5;0.0;0.0;166.182.056.654.061;33
41.0;perro;viernes;soltero;;0,909297427;1.5;0.0;1.0;2.687.166.713.162.310;67
39.0;;viernes;casado;2003-06-08;-0,279415498;1.5;0.0;0.0;21.372.116.641.011.800;89
20.0;hamster;lunes;casado;2003-06-09;-0,958924275;1.5;0.0;1.0;28.920.695.111.835.600;45
26.0;perro;miercoles;casado;2003-06-10;0;1.5;0.0;2.0;18.618.149.609.976.300;56
;gato;jueves;casado;2003-06-11;0,909297427;1.5;0.0;1.0;24.347.810.578.648.300;87
23.0;perro;martes;unión libre;2003-06-12;0;1.5;2.0;0.0;2.369.322.861.504.250;73
;pajaro;jueves;soltero;2003-06-13;-0,958924275;1.5;2.0;2.0;2.789.618.278.630.720;44
56.0;pajaro;jueves;unión libre;2003-06-14;0;1.5;2.0;0.0;22.034.920.635.545.000;76
54.0;perro;martes;casado;2003-06-15;0,141120008;1.5;2.0;0.0;231.511.018.720.053;70
19.0;gato;jueves;unión libre;2003-06-16;-0,279415498;1.5;0.0;0.0;27.572.560.855.733.700;24
71.0;gato;lunes;casado;2003-06-17;0;1.5;2.0;1.0;;60
77.0;perro;lunes;soltero;2003-06-18;0,141120008;1.5;0.0;2.0;2.453.765.668.342.170;84
54.0;pajaro;jueves;unión libre;2003-06-19;0,841470985;1.5;0.0;1.0;2.654.145.400.048.050;24
23.0;;miercoles;soltero;;-0,756802495;1.5;0.0;1.0;19.443.305.146.314.100;85
23.0;perro;lunes;soltero;2003-06-21;0,841470985;1.5;0.0;0.0;;45
56.0;gato;jueves;casado;2003-06-22;-0,958924275;1.5;0.0;0.0;20.798.255.881.390.800;21
53.0;pez;martes;soltero;2003-06-23;-0,756802495;1.5;2.0;1.0;22.721.241.201.210.300;21
42.0;gato;viernes;soltero;2003-06-24;-0,756802495;1.5;0.0;1.0;20.487.696.861.514.800;42
67.0;gato;viernes;unión libre;2003-06-25;-0,958924275;1.5;2.0;1.0;;57
33.0;pajaro;viernes;casado;2003-06-26;0;1.5;1.0;0.0;23.481.504.046.430.000;40
38.0;pez;miercoles;unión libre;2003-06-27;0,141120008;1.5;2.0;0.0;15.316.505.202.707.200;52
68.0;hamster;jueves;unión libre;2003-06-28;-0,756802495;1.5;2.0;1.0;242.324.358.552.905;79
27.0;pez;miercoles;casado;2003-06-29;0,841470985;1.5;0.0;0.0;13.248.162.341.271.100;44
73.0;perro;viernes;unión libre;2003-06-30;0,841470985;1.5;2.0;2.0;27.567.907.672.887.500;31
22.0;gato;viernes;viudo;2003-07-01;0,141120008;1.5;0.0;1.0;11582744.0;89
67.0;pajaro;viernes;casado;2003-07-02;0,909297427;1.5;2.0;0.0;20.348.104.483.052.300;83
42.0;hamster;jueves;viudo;2003-07-03;0;1.5;0.0;2.0;1.722.277.488.620.260;60
48.0;hamster;martes;_;2003-07-04;0,841470985;1.5;3.0;0.0;19.639.513.910.049.300;83
20.0;hamster;lunes;unión libre;;-0,279415498;1.5;0.0;1.0;15.259.719.893.459.000;88
37.0;gato;miercoles;viudo;2003-07-06;-0,279415498;1.5;2.0;1.0;20.847.734.425.653.700;54
21.0;pajaro;jueves;casado;2003-07-07;0,141120008;1.5;0.0;1.0;2.227.168.062.251.190;32
31.0;gato;miercoles;unión libre;;-0,279415498;1.5;0.0;2.0;1.588.109.349.259.810;53
29.0;pez;viernes;casado;2003-07-09;-0,279415498;1.5;2.0;2.0;;75
31.0;hamster;miercoles;unión libre;2003-07-10;-0,756802495;1.5;3.0;0.0;22.704.772.807.635.300;38
54.0;gato;viernes;unión libre;2003-07-11;0,141120008;1.5;2.0;0.0;20.338.378.328.586.900;70
35.0;hamster;miercoles;soltero;2003-07-12;0;1.5;1.0;1.0;25.573.284.719.836.700;90
44.0;gato;viernes;viudo;2003-07-13;0,141120008;1.5;0.0;3.0;;82
24.0;pez;viernes;casado;2003-07-14;-0,279415498;1.5;1.0;2.0;28.238.410.824.181.400;70
65.0;gato;miercoles;viudo;2003-07-15;-0,756802495;1.5;2.0;1.0;17.458.266.995.422.300;73
52.0;perro;lunes;casado;;-0,756802495;1.5;0.0;1.0;1.676.379.678.770.630;59
